"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20060037609","57,472","9,401"
"T20060037650","238,159","103,952"
"T20060037651","371","9,470"
"T20060037702","35,408","9,510"
"T20060037740","1,172","6,535"
"T20060037842","131,892","6,379"
"T20060037859","44,193","5,003"
"T20060037863","42,123","101,320"
"T20060037879","29,667","5,814"
"T20060037922","41,894","5,818"
"T20060037938","38,482","5,050"
"T20060037985","45,938","9,328"
"T20060038009","43,037","102,225"
"T20060038091","37,702","5,528"
"T20060038130","41,635","5,811"
"T20060038145","55,573","101,083"
"T20060038152","42,146","6,172"
"T20060038195","899","6,573"
"T20060038286","234,871","8,816"
"T20060038293","14,111","102,678"
"T20060038294","33,879","1,002"
"T20060038299","36,407","105,625"
"T20060038320","44,621","8,911"
"T20060038337","12,256","8,913"
"T20060038376","52,933","2,330"
"T20060038415","83","9,299"
"T20060038419","206,755","103,583"
"T20060038440","29,627","5,459"
"T20060038563","36,529","6,314"
"T20060038592","3,053","101,320"
"T20060038597","10,592","1,000"
"T20060038713","37,297","8,969"
"T20060038761","58,068","9,577"
"T20060038765","39,715","5,163"
"T20060038776","41,366","5,894"
"T20060038817","29,387","9,395"
"T20060038857","45,572","100,058"
"T20060038867","29,464","9,498"
"T20060038875","793","1,000"
"T20060038875","793","6,086"
"T20060038936","40,620","5,654"
"T20060038984","39,521","5,330"
"T20060039003","57,521","5,623"
"T20060039009","37,894","9,038"
"T20060039037","29,813","9,115"
"T20060039040","52,770","2,248"
"T20060039049","40,612","5,543"
"T20060039114","38,688","9,300"
"T20060039175","71,201","6,495"
"T20060039179","49,034","102,966"
"T20060039189","42,859","8,822"
"T20060039199","40,894","5,517"
"T20060039225","44,433","8,966"
"T20060039267","35,687","9,089"
"T20060039354","41,713","5,715"
"T20060039389","49,800","7,664"
"T20060039431","15,430","7,805"
"T20060039466","83","9,299"
"T20060039494","45,322","9,065"
"T20060039546","37,235","9,084"
"T20060039571","38,483","5,051"
"T20060039606","50,095","7,753"
"T20060039747","53,345","7,976"
"T20060039752","41,152","103,439"
"T20060039766","39,492","5,194"
"T20060039775","36,983","9,445"
"T20060039870","52,826","101,220"
"T20060039889","29,592","9,519"
"T20060040003","43,287","6,470"
"T20060040047","39,728","8,941"
"T20060040088","57,544","100,891"
"T20060040100","73,111","6,822"
"T20060040108","40,942","5,603"
"T20060040133","49,968","7,707"
"T20060040145","43,367","1,022"
"T20060040155","1,323","8,758"
"T20060040166","29,372","9,209"
"T20060040168","206,893","9,205"
"T20060040183","39,557","5,303"
"T20060040184","44,081","6,864"
"T20060040206","55,960","7,805"
"T20060040276","36,321","6,197"
"T20060040308","50,981","100,361"
"T20060040323","41,933","5,759"
"T20060040357","53,325","1,202"
"T20060040451","39,558","5,308"
"T20060040488","35,687","9,089"
"T20060040519","43,772","8,861"
"T20060040523","1,323","8,758"
"T20060040526","35,784","7,781"
"T20060040547","73,449","1,009"
"T20060040566","35,562","5,864"
"T20060040655","42,197","6,153"
"T20060040657","55,216","5,494"
"T20060040667","42,744","6,221"
"T20060040686","55,964","104,655"
"T20060040692","42,744","6,221"
"T20060040718","52,494","1,024"
"T20060040725","39,492","5,194"
"T20060040817","55,965","1,204"
"T20060040835","43,431","6,696"
"T20060040993","58,780","3,064"
"T20060040997","35,532","5,593"
"T20060041088","36,556","104,544"
"T20060041092","42,746","6,207"
"T20060041102","56,014","2,356"
"T20060041120","1,322","8,744"
"T20060041151","119","9,473"
"T20060041155","15,406","7,725"
"T20060041165","55,632","4,027"
"T20060041180","43,143","6,272"
"T20060041249","54,051","1,240"
"T20060041340","52,445","1,177"
"T20060041501","83","9,299"
"T20060041619","29,416","9,375"
"T20060041646","55,630","6,662"
"T20060041649","55,631","6,707"
"T20060041700","45,133","9,058"
"T20060041715","38,056","9,026"
"T20060041762","22","9,260"
"T20060041783","41,936","5,772"
"T20060041793","51,340","104,082"
"T20060041821","50,545","7,779"
"T20060041890","40,525","5,639"
"T20060041900","69,036","103,969"
"T20060041921","36,019","9,067"
"T20060041940","46,819","9,477"
"T20060041999","35,346","9,475"
"T20060042031","48,950","5,233"
"T20060042119","53,325","1,202"
"T20060042170","37,894","9,038"
"T20060042459","42,661","6,121"
"T20060042525","49,826","7,675"
"T20060042733","38,578","9,431"
"T20060042790","15,202","3,087"
"T20060042810","51,348","4,021"
"T20060042825","46,197","6,203"
"T20060042837","53,325","1,202"
"T20060042911","17,632","3,139"
"T20060042925","41,802","5,805"
"T20060042985","37,597","9,494"
"T20060043047","29,710","6,284"
"T20060043070","10,929","6,548"
"T20060043133","45,650","9,020"
"T20060043137","53,276","8,832"
"T20060043205","16,807","7,981"
"T20060043207","49,729","7,629"
"T20060043218","622","5,688"
"T20060043225","39,191","5,166"
"T20060043276","44,366","9,584"
"T20060043308","48,839","8,868"
"T20060043360","883","8,959"
"T20060043395","54,453","9,413"
"T20060043423","42,200","6,180"
"T20060043431","40,857","8,957"
"T20060043431","40,857","100,282"
"T20060043525","52,239","1,230"
"T20060043684","29,364","9,206"
"T20060043700","207,203","5,949"
"T20060043776","29,425","9,391"
"T20060043778","50,848","3,021"
"T20060043787","35,315","6,359"
"T20060043844","56,018","1,304"
"T20060043920","1,323","8,758"
"T20060043942","40,643","5,421"
"T20060044016","43,973","6,806"
"T20060044025","612","5,538"
"T20060044046","49,991","103,577"
"T20060044046","49,991","103,809"
"T20060044177","55,646","100,822"
"T20060044270","44,245","8,587"
"T20060044399","53,127","1,191"
"T20060044456","68,135","5,700"
"T20060044510","45,879","5,938"
"T20060044636","41,804","5,892"
"T20060044655","41,148","9,566"
"T20060044659","37,962","9,010"
"T20060044713","36,291","9,323"
"T20060044716","35,526","5,413"
"T20060044781","50,015","7,724"
"T20060044794","43,220","6,474"
"T20060044813","587","5,653"
"T20060044838","37,704","5,525"
"T20060044938","59,561","3,208"
"T20060044939","40,093","9,514"
"T20060044965","56,283","8,549"
"T20060044974","49,903","101,785"
"T20060044978","57,354","8,693"
"T20060044979","29,435","8,803"
"T20060045053","29,755","8,683"
"T20060045059","70,548","6,330"
"T20060045145","55,700","5,397"
"T20060045191","55,701","105,393"
"T20060045208","72,236","1,155"
"T20060045214","10,893","7,594"
"T20060045329","47,812","5,850"
"T20060045354","35,861","5,563"
"T20060045360","59,756","4,174"
"T20060045389","57,305","4,159"
"T20060045550","47,518","100,903"
"T20060045551","43,643","6,466"
"T20060045590","35,407","9,499"
"T20060045733","14,250","5,488"
"T20060045742","52,665","2,141"
"T20060045797","43,220","6,474"
"T20060045812","42,815","6,381"
"T20060045843","45,825","100,829"
"T20060045999","52,871","2,321"
"T20060046027","41,812","5,690"
"T20060046075","29,746","6,456"
"T20060046131","55,732","103,490"
"T20060046183","55,876","5,837"
"T20060046184","42,197","6,153"
"T20060046247","36,079","100,804"
"T20060046345","36,606","102,727"
"T20060046420","211,064","5,930"
"T20060046425","46,126","5,534"
"T20060046454","43,152","6,282"
"T20060046503","47,870","100,447"
"T20060046548","45,825","100,829"
"T20060046566","60,860","2,327"
"T20060046574","39,558","5,308"
"T20060046584","41,520","101,232"
"T20060046593","35,889","104,576"
"T20060046605","36,221","9,233"
"T20060046626","45,344","9,059"
"T20060046691","54,191","9,407"
"T20060046698","35,642","6,766"
"T20060046715","53,401","2,254"
"T20060046739","35,785","7,781"
"T20060046771","29,396","9,329"
"T20060046866","208,158","5,763"
"T20060047119","45,344","9,059"
"T20060047135","39,742","5,368"
"T20060047224","36,123","105,642"
"T20060047237","42,197","6,153"
"T20060047478","22","9,260"
"T20060047485","29,416","9,375"
"T20060047496","46,195","5,891"
"T20060047505","38,578","9,431"
"T20060047573","35,620","6,351"
"T20060047718","35,936","9,064"
"T20060047771","42,460","6,194"
"T20060047804","29,746","6,456"
"T20060047849","46,208","9,077"
"T20060047899","52,871","2,321"
"T20060047944","37,911","9,160"
"T20060047961","46,460","102,347"
"T20060047977","56,099","100,368"
"T20060048037","43,107","6,412"
"T20060048097","16,803","7,976"
"T20060048138","29,387","9,395"
"T20060048155","38,313","5,102"
"T20060048194","36,152","106,118"
"T20060048216","795","6,010"
"T20060048257","35,341","106,066"
"T20060048274","39,504","5,334"
"T20060048376","29,559","5,298"
"T20060048429","35,620","6,351"
"T20060048448","37,235","9,084"
"T20060048465","343","5,266"
"T20060048468","57,654","6,692"
"T20060048523","37,496","5,124"
"T20060048546","36,221","9,233"
"T20060048552","210,093","6,511"
"T20070000188","795","6,010"
"T20070000258","39,752","101,848"
"T20070000364","50,852","3,022"
"T20070000437","37,788","5,457"
"T20070000449","57,539","5,760"
"T20070000509","44,601","8,816"
"T20070000529","39,455","5,331"
"T20070000539","50,166","7,793"
"T20070000553","39,557","5,303"
"T20070000625","37,235","9,084"
"T20070000636","29,386","9,210"
"T20070000669","37,592","9,490"
"T20070000719","35,634","6,511"
"T20070000783","35,408","9,510"
"T20070000838","56,000","9,345"
"T20070000851","49,134","5,147"
"T20070000868","43,628","6,457"
"T20070000880","56,001","101,103"
"T20070000910","49,982","103,466"
"T20070000941","19,446","4,193"
"T20070000971","38,572","8,805"
"T20070000973","50,760","105,831"
"T20070001043","56,387","7,915"
"T20070001067","37,269","101,938"
"T20070001084","36,606","102,727"
"T20070001149","55,791","6,194"
"T20070001181","56,097","6,824"
"T20070001251","42,750","6,234"
"T20070001284","35,308","1,001"
"T20070001284","35,308","9,286"
"T20070001412","46,543","1,004"
"T20070001509","39,553","5,284"
"T20070001569","45,461","9,142"
"T20070001598","66,274","104,098"
"T20070001616","207,302","2,034"
"T20070001675","47,157","101,752"
"T20070001687","35,824","106,096"
"T20070001712","29,387","9,395"
"T20070001823","587","5,653"
"T20070001931","49,791","7,662"
"T20070001945","39,227","5,296"
"T20070001958","49,818","7,673"
"T20070001989","56,013","5,125"
"T20070002133","35,315","6,359"
"T20070002191","36,210","9,279"
"T20070002240","47,518","100,903"
"T20070002250","42,815","6,381"
"T20070002328","56,172","104,058"
"T20070002359","17,722","3,090"
"T20070002363","29,386","9,210"
"T20070002374","10,381","1,002"
"T20070002436","51,496","4,144"
"T20070002443","40,894","5,517"
"T20070002575","40,564","5,424"
"T20070002618","1,246","9,121"
"T20070002720","169","9,305"
"T20070002722","929","6,605"
"T20070002723","57,489","5,419"
"T20070002739","44,636","8,979"
"T20070002779","36,321","6,197"
"T20070002784","43,096","6,203"
"T20070002803","56,295","102,752"
"T20070002812","37,713","9,451"
"T20070002916","37,235","9,084"
"T20070002975","37,587","9,463"
"T20070003013","42,474","6,050"
"T20070003015","49,152","5,928"
"T20070003032","1,323","8,758"
"T20070003055","35,407","9,499"
"T20070003086","29,755","8,683"
"T20070003102","41,244","8,885"
"T20070003161","40,500","5,518"
"T20070003162","52,837","105,592"
"T20070003175","45,938","9,328"
"T20070003300","35,620","6,351"
"T20070003325","46,695","6,038"
"T20070003366","1,177","6,547"
"T20070003398","40,816","5,411"
"T20070003406","528","8,905"
"T20070003431","35,638","102,085"
"T20070003433","29,416","9,375"
"T20070003444","1,246","9,121"
"T20070003476","40,918","5,536"
"T20070003494","29,744","6,761"
"T20070003540","29,591","9,544"
"T20070003558","35,546","5,754"
"T20070003558","35,546","101,261"
"T20070003580","56,309","9,269"
"T20070003593","50,099","7,755"
"T20070003638","383","5,502"
"T20070003692","29,396","9,329"
"T20070003710","1,246","9,121"
"T20070003817","43,879","6,601"
"T20070003821","48,928","105,995"
"T20070003862","57,530","5,678"
"T20070003896","242","9,424"
"T20070003935","35,642","6,766"
"T20070004088","29,491","9,007"
"T20070004112","29,813","9,115"
"T20070004174","50,218","7,814"
"T20070004195","478","5,254"
"T20070004219","50,057","7,738"
"T20070004233","2,802","101,246"
"T20070004265","54,453","9,413"
"T20070004267","35,379","7,770"
"T20070004299","49,974","7,711"
"T20070004300","478","5,254"
"T20070004302","41,770","5,998"
"T20070004338","45,344","9,059"
"T20070004358","41,264","5,890"
"T20070004475","57,661","7,784"
"T20070004481","32,079","106,094"
"T20070004553","29,832","9,142"
"T20070004574","15,406","7,725"
"T20070004625","29,900","8,768"
"T20070004653","32,079","106,094"
"T20070004663","478","5,254"
"T20070004698","50,148","102,387"
"T20070004702","39,715","5,163"
"T20070004707","54,488","2,257"
"T20070004710","35,784","7,781"
"T20070004756","222,082","4,082"
"T20070004799","56,175","2,318"
"T20070004813","29,877","6,511"
"T20070004819","830","6,238"
"T20070004878","41,819","5,907"
"T20070004881","29,551","106,070"
"T20070004936","43,486","100,387"
"T20070004963","49,662","7,602"
"T20070004967","41,941","5,696"
"T20070004999","41,762","5,995"
"T20070005022","39,504","5,334"
"T20070005054","36,220","9,200"
"T20070005057","42,828","8,978"
"T20070005095","46,695","6,038"
"T20070005140","50,099","7,755"
"T20070005164","43,152","6,282"
"T20070005175","36,206","9,245"
"T20070005180","54,800","9,162"
"T20070005192","56,311","102,252"
"T20070005222","41,965","5,792"
"T20070005257","29,609","5,412"
"T20070005282","29,813","9,115"
"T20070005300","49,290","2,254"
"T20070005356","36,782","6,448"
"T20070005383","29,387","9,395"
"T20070005403","49,451","4,299"
"T20070005416","29,743","6,777"
"T20070005472","323","104,099"
"T20070005482","83","9,299"
"T20070005513","57,521","5,623"
"T20070005660","56,339","102,199"
"T20070005705","43,935","106,073"
"T20070005728","44,382","9,567"
"T20070005741","209,440","5,570"
"T20070005754","37,600","9,505"
"T20070005811","56,564","103,084"
"T20070005853","42,467","6,083"
"T20070005866","208,133","1,006"
"T20070005877","37,691","100,905"
"T20070005963","19,446","4,193"
"T20070005975","222,082","4,082"
"T20070006005","35,642","6,766"
"T20070006032","42,451","6,033"
"T20070006081","376","102,938"
"T20070006089","56,036","6,617"
"T20070006274","40,914","5,669"
"T20070006311","210,332","8,991"
"T20070006325","40,934","5,466"
"T20070006419","42,788","6,260"
"T20070006434","40,175","5,566"
"T20070006526","35,993","9,163"
"T20070006565","43,242","6,488"
"T20070006587","41,666","5,908"
"T20070006592","55,241","7,617"
"T20070006620","44,001","6,792"
"T20070006676","53,184","1,001"
"T20070006676","53,184","9,291"
"T20070006691","43,981","6,782"
"T20070006721","35,841","2,258"
"T20070006912","45,885","6,181"
"T20070006922","37,362","8,797"
"T20070006953","29,619","5,485"
"T20070006955","44,601","8,816"
"T20070006977","41,001","5,629"
"T20070007024","36,210","9,279"
"T20070007025","39,578","5,306"
"T20070007031","53,067","101,407"
"T20070007095","71,201","6,495"
"T20070007101","22,622","101,189"
"T20070007109","41,559","5,857"
"T20070007191","44,465","7,774"
"T20070007245","793","1,000"
"T20070007245","793","6,086"
"T20070007263","42,043","6,051"
"T20070007269","56,060","8,990"
"T20070007276","371","9,470"
"T20070007313","222,123","1,027"
"T20070007362","40,724","5,402"
"T20070007365","29,364","9,206"
"T20070007380","39,553","5,284"
"T20070007436","49,240","2,313"
"T20070007442","54,453","9,413"
"T20070007499","44,601","8,816"
"T20070007517","40,838","5,584"
"T20070007524","41,786","5,956"
"T20070007566","793","1,000"
"T20070007566","793","6,086"
"T20070007581","50,655","7,978"
"T20070007642","39,737","101,501"
"T20070007705","41,745","5,988"
"T20070007792","52,060","1,120"
"T20070007940","56,063","104,733"
"T20070008072","795","6,010"
"T20070008105","40,857","8,957"
"T20070008105","40,857","100,282"
"T20070008130","50,217","7,816"
"T20070008142","56,378","104,632"
"T20070008172","37,590","9,484"
